,index,alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_code,"Energie, Règlement UE N° 1169/2011 (kcal/100 g)","Energie, N x facteur Jones, avec fibres  (kJ/100 g)","Energie, N x facteur Jones, avec fibres  (kcal/100 g)",Eau (g/100 g),"Protéines, N x facteur de Jones (g/100 g)","Protéines, N x 6.25 (g/100 g)",Glucides (g/100 g),Lipides (g/100 g),Sucres (g/100 g),Fructose (g/100 g),Galactose (g/100 g),Glucose (g/100 g),Lactose (g/100 g),Maltose (g/100 g),Saccharose (g/100 g),Amidon (g/100 g),Fibres alimentaires (g/100 g),Polyols totaux (g/100 g),Cendres (g/100 g),Alcool (g/100 g),Acides organiques (g/100 g),AG saturés (g/100 g),AG monoinsaturés (g/100 g),AG polyinsaturés (g/100 g),"AG 4:0, butyrique (g/100 g)","AG 6:0, caproïque (g/100 g)","AG 8:0, caprylique (g/100 g)","AG 10:0, caprique (g/100 g)","AG 12:0, laurique (g/100 g)","AG 14:0, myristique (g/100 g)","AG 16:0, palmitique (g/100 g)","AG 18:0, stéarique (g/100 g)","AG 18:1 9c (n-9), oléique (g/100 g)","AG 18:2 9c,12c (n-6), linoléique (g/100 g)","AG 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100 g)","AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100 g)","AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100 g)","AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100 g)",Cholestérol (mg/100 g),Sel chlorure de sodium (g/100 g),Calcium (mg/100 g),Chlorure (mg/100 g),Cuivre (mg/100 g),Fer (mg/100 g),Iode (µg/100 g),Magnésium (mg/100 g),Manganèse (mg/100 g),Phosphore (mg/100 g),Potassium (mg/100 g),Sélénium (µg/100 g),Sodium (mg/100 g),Zinc (mg/100 g),Rétinol (µg/100 g),Beta-Carotène (µg/100 g),Vitamine D (µg/100 g),Vitamine E (mg/100 g),Vitamine K1 (µg/100 g),Vitamine K2 (µg/100 g),Vitamine C (mg/100 g),Vitamine B1 ou Thiamine (mg/100 g),Vitamine B2 ou Riboflavine (mg/100 g),Vitamine B3 ou PP ou Niacine (mg/100 g),Vitamine B5 ou Acide pantothénique (mg/100 g),Vitamine B6 (mg/100 g),Vitamine B9 ou Folates totaux (µg/100 g),Vitamine B12 (µg/100 g),Nom du Produit en Français,LCI Name,DQR - Note de qualité de la donnée (1 excellente ; 5 très faible),Score unique EF (mPt/kg de produit),Changement climatique (kg CO2 eq/kg de produit),Appauvrissement de la couche d'ozone (E-06 kg CVC11 eq/kg de produit),Rayonnements ionisants (kBq U-235 eq/kg de produit),Formation photochimique d'ozone (E-03 kg NMVOC eq/kg de produit),Particules (E-06 disease inc./kg de produit),Acidification terrestre et eaux douces (mol H+ eq/kg de produit),Eutrophisation terreste (mol N eq/kg de produit),Eutrophisation eaux douces (E-03 kg P eq/kg de produit),Eutrophisation marine (E-03 kg N eq/kg de produit),Utilisation du sol (Pt/kg de produit),Écotoxicité pour écosystèmes aquatiques d'eau douce (CTUe/kg de produit),Épuisement des ressources eau (m3 depriv./kg de produit),Épuisement des ressources énergétiques (MJ/kg de produit),Épuisement des ressources minéraux (E-06 kg Sb eq/kg de produit)
1091,1131,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30304,380.0,1580.0,380.0,34.9,24.2,24.2,1.79,30.7,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43,0.0,0.0,11.8,13.7,3.74,0.0,0.0,0.0,0.033,0.029,0.4,7.0,4.18,12.7,3.0,0.17,0.065,0.0,0.0,97.7,4.56,44.0,2850.0,0.3,1.2,36.2,40.3,0.1,205.0,488.0,7.0,1790.0,2.9,2.0,0.0,1.11,0.35,0.0,0.0,2.3,0.68,0.22,6.87,1.21,0.48,25.3,0.82,Rosette ou Fuseau,Rosette dry sausage,2.53,0.84,5.4,0.5,3.06,11.75,0.78,0.11,0.48,0.92,25.64,321.76,126.29,4.71,82.18,10.08
1092,1132,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30309,451.0,1870.0,451.0,26.2,27.3,27.3,1.7,37.1,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,4.74,0.0,0.0,14.5,16.4,4.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saucisse sèche,"Sausage, dried",2.53,0.85,5.45,0.51,3.09,11.87,0.79,0.11,0.49,0.93,25.91,325.14,127.62,4.76,83.0,10.19
1093,1133,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30311,477.0,1980.0,477.0,0.0,27.7,27.7,1.78,39.7,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,5.24,0.0,0.0,14.1,15.4,8.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saucisson sec aux noix et/ou noisettes,Dry sausage w walnuts and/or hazelnuts,2.53,0.85,5.45,0.51,3.09,11.87,0.79,0.11,0.49,0.93,25.91,325.14,127.62,4.76,83.0,10.19
1094,1134,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30005,282.0,1170.0,282.0,55.4,18.8,18.8,0.8,22.4,0.4,0.2,0.2,0.4,0.2,0.2,0.2,0.35,0.0,0.5,2.94,0.0,0.9,8.27,9.91,3.17,0.01,0.01,0.01,0.01,0.02,0.27,5.06,2.81,8.51,2.61,0.27,0.07,0.01,0.01,75.2,2.15,19.0,1150.0,0.07,0.79,20.0,23.0,0.04,170.0,370.0,20.0,859.0,2.0,21.0,0.0,0.46,0.36,0.0,0.0,11.0,0.38,0.041,4.66,0.66,0.13,5.0,0.81,"Chipolata, cuite","Chipolata sausage, cooked",2.49,1.77,11.33,0.95,5.53,24.99,1.72,0.25,1.08,1.93,56.65,699.61,260.39,9.52,156.61,13.13
1095,1135,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30011,274.0,1140.0,274.0,54.9,18.8,18.8,0.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.9,0.0,0.0,8.2,9.94,2.96,0.02,0.02,0.02,0.025,0.032,0.33,4.83,2.82,9.31,2.45,0.18,0.13,0.042,0.052,88.5,1.71,11.5,0.0,0.1,0.9,8.0,18.2,0.1,141.0,650.0,9.0,686.0,2.2,14.0,30.0,0.5,0.35,0.0,0.0,1.0,0.41,0.22,4.4,0.56,0.24,20.0,0.41,"Saucisse de Toulouse, cuite","Toulouse sausage, cooked",2.36,2.12,16.19,1.09,6.45,31.34,1.95,0.28,1.21,2.16,63.1,976.28,297.01,10.21,190.36,15.53
1096,1136,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30050,323.0,1340.0,323.0,54.2,14.7,14.7,0.6,29.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,14.1,0.0,0.0,1.2,6.0,17.1,0.0,0.0,293.0,0.0,556.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Chair à saucisse, crue","Sausage meat, raw",2.8,1.24,8.09,0.71,4.11,18.62,1.15,0.16,0.7,1.42,36.99,497.38,194.73,7.02,124.35,9.98
1097,1137,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30051,273.0,1130.0,273.0,59.2,15.4,15.4,5.25,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,7.87,9.44,1.91,0.0,0.0,0.0,0.01,0.02,0.33,4.77,2.55,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.14,14.0,0.0,0.045,0.88,0.0,19.0,0.01,175.0,287.0,0.0,56.0,2.2,2.0,0.0,0.0,0.28,0.0,0.0,0.7,0.73,0.24,4.34,0.67,0.38,5.0,0.7,"Chair à saucisse, pur porc, crue","Sausage meat, pure pork, raw",2.47,1.31,8.51,0.68,3.71,18.74,1.29,0.19,0.81,1.43,42.72,528.23,194.25,7.09,108.49,9.5
1098,1138,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30052,309.0,1280.0,309.0,53.8,11.8,11.8,4.4,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Chair à saucisse, porc et buf, crue","Sausage meat, pork and beef, raw",2.47,1.31,8.51,0.68,3.71,18.74,1.29,0.19,0.81,1.43,42.72,528.23,194.25,7.09,108.49,9.5
1099,1139,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30104,397.0,1640.0,397.0,43.7,16.0,16.0,1.0,36.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saucisse de Morteau,Morteaux sausage,2.79,1.14,7.26,0.72,4.64,16.82,1.01,0.14,0.61,1.31,32.87,432.58,175.23,6.37,132.59,9.7
1100,1140,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30105,319.0,1320.0,319.0,50.5,17.3,17.3,1.0,27.3,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17,0.0,0.0,10.5,12.0,0.0,0.0,0.0,0.0,0.025,0.027,0.37,6.65,3.43,12.0,2.77,0.28,0.078,0.0,0.0,78.0,2.33,29.9,1340.0,0.1,0.5,29.7,26.8,0.1,146.0,311.0,5.0,931.0,2.0,6.5,0.0,0.5,0.34,0.0,0.0,0.5,0.53,0.18,5.28,0.74,0.34,28.5,0.63,Saucisse de Montbéliard,Montbeliard sausage,2.79,1.14,7.26,0.72,4.64,16.82,1.01,0.14,0.61,1.31,32.87,432.58,175.23,6.37,132.59,9.7
1101,1141,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30108,323.0,1340.0,323.0,49.6,15.2,15.2,0.0,29.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.64,0.0,0.0,12.2,11.9,3.66,0.03,0.03,0.03,0.028,0.042,0.46,6.83,3.75,11.9,3.33,0.25,0.08,0.0,0.0,77.3,2.02,8.4,0.0,0.1,0.8,9.0,15.0,0.1,126.0,230.0,7.0,809.0,1.9,11.0,30.0,0.5,0.13,0.0,0.0,1.0,0.41,0.15,3.75,0.61,0.27,20.0,0.49,"Saucisse de Morteau, bouillie/cuite à l'eau","Morteaux sausage, boiled/cooked in water",2.79,1.14,7.26,0.72,4.64,16.82,1.01,0.14,0.61,1.31,32.87,432.58,175.23,6.37,132.59,9.7
1102,1142,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30110,327.0,1350.0,327.0,56.2,13.2,13.2,1.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64,0.0,0.0,11.3,13.2,3.7,0.0,0.0,0.0,0.00096,0.017,0.34,6.04,3.34,8.6,2.95,0.24,0.15,0.042,0.052,65.9,1.89,28.9,0.0,0.069,0.9,7.0,21.7,0.023,137.0,0.0,11.2,747.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Saucisse de Toulouse, crue","Toulouse sausage, raw",2.35,2.06,15.99,0.99,5.39,30.83,1.93,0.28,1.2,2.08,62.13,973.23,290.85,9.95,166.95,14.72
1103,1143,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30115,253.0,1050.0,253.0,62.2,15.8,15.8,1.0,20.6,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.0,2.8,0.0,0.0,7.61,8.75,2.24,0.0,0.0,0.0,0.02,0.024,0.28,4.61,2.56,8.44,1.8,0.17,0.0,0.0,0.0,55.5,1.58,20.0,1510.0,0.8,0.48,7.0,16.6,0.2,144.0,404.0,5.44,722.0,1.76,0.0,0.0,0.19,0.34,0.0,0.0,0.0,0.4,0.0,4.6,0.0,0.21,1.5,0.36,"Chipolata, crue","Chipolata slim sausage, raw",2.47,1.31,8.51,0.68,3.71,18.74,1.29,0.19,0.81,1.43,42.72,528.23,194.25,7.09,108.49,9.5
1104,1144,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30125,0.0,0.0,0.0,49.5,19.0,19.0,0.0,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42,0.0,0.0,8.56,10.1,2.57,0.05,0.05,0.05,0.022,0.022,0.32,5.26,2.86,0.0,0.0,0.17,0.0,0.0,0.0,84.6,2.75,18.3,1500.0,0.1,2.2,2.0,21.3,0.1,202.0,283.0,0.0,1100.0,1.5,6.0,0.0,0.5,0.64,0.0,0.0,16.8,0.37,0.15,5.35,0.54,0.25,16.0,0.95,Saucisse alsacienne fumée ou Gendarme,Smoked Alsatian sausage or Landjäger,2.34,1.14,7.26,0.72,4.64,16.82,1.01,0.14,0.61,1.31,32.87,432.58,175.23,6.37,132.59,9.7
1105,1145,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30130,231.0,960.0,231.0,59.8,16.8,16.8,1.19,17.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Saucisse de volaille, façon charcutière","Poultry sausage, delicatessen style",2.55,1.53,13.57,0.75,2.05,27.48,1.39,0.2,0.87,1.76,46.26,770.0,224.84,7.61,97.69,12.31
1106,1146,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30131,236.0,978.0,236.0,64.0,14.0,14.0,1.82,18.9,1.01,0.1,0.1,0.45,0.56,0.1,0.1,0.0,0.0,0.0,2.42,0.0,0.76,5.34,8.69,3.97,0.01,0.01,0.01,0.01,0.19,0.21,3.93,0.95,7.27,3.42,0.44,0.03,0.01,0.01,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Saucisse de volaille, type Knack",Poultry sausage,2.25,1.67,17.55,0.63,3.08,25.07,1.55,0.23,1.0,1.18,50.01,997.31,168.76,4.93,95.96,9.45
1107,1147,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30134,271.0,1120.0,271.0,56.7,13.7,13.7,1.24,23.4,1.0,0.3,0.0,0.28,0.3,0.3,0.3,0.24,0.5,0.0,2.55,0.0,0.0,9.0,10.4,2.91,0.0,0.0,0.019,0.023,0.026,0.33,5.68,2.92,10.1,2.62,0.21,0.076,0.0,0.0,73.1,2.0,16.5,0.0,0.18,0.91,14.0,11.9,0.2,152.0,164.0,5.48,790.0,1.4,0.0,0.0,0.26,0.1,0.0,0.0,0.0,0.29,0.2,2.47,0.0,0.11,1.6,0.42,Saucisse de Francfort,Frankfurter sausage,2.49,1.36,8.67,0.74,4.36,19.12,1.31,0.19,0.82,1.48,43.26,534.09,199.52,7.29,122.57,10.15
1108,1148,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30150,316.0,1310.0,316.0,56.2,13.5,13.5,2.5,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,22.1,0.0,0.083,0.0,7.0,23.3,0.055,60.0,0.0,2.38,900.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Merguez, crue","Merguez sausage, raw",2.32,2.69,28.72,0.83,3.05,40.83,2.59,0.38,1.68,1.89,82.78,1672.22,277.45,8.06,112.38,14.34
1109,1149,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30152,0.0,0.0,0.0,39.8,11.0,11.0,0.0,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Merguez, pur buf, crue","Merguez sausage, pure beef, raw",2.31,3.04,36.82,0.69,1.18,46.65,2.98,0.44,1.97,1.69,94.84,2117.95,259.13,6.37,67.37,13.42
1110,1150,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30153,0.0,0.0,0.0,42.5,11.5,11.5,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Merguez, porc et buf, crue","Merguez sausage, pork and beef, raw",2.32,2.69,28.72,0.83,3.05,40.83,2.59,0.38,1.68,1.89,82.78,1672.22,277.45,8.06,112.38,14.34
1111,1151,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30154,0.0,0.0,0.0,51.7,14.6,14.6,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Merguez, buf, mouton et porc, crue","Merguez sausage, beef, mutton and pork, raw",2.32,3.48,38.29,0.86,2.2,51.95,3.47,0.51,2.28,2.09,109.96,2582.52,312.07,8.97,98.41,15.63
1112,1152,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30155,283.0,1170.0,283.0,54.8,19.8,19.8,1.8,21.8,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.93,0.0,0.0,12.0,8.0,0.81,0.02,0.02,0.02,0.021,0.042,0.72,5.85,3.04,8.0,0.53,0.17,0.053,0.038,0.019,71.4,2.33,38.0,0.0,0.081,2.04,25.0,22.8,0.04,128.0,513.0,10.0,930.0,3.3,23.0,560.0,0.5,1.7,0.0,0.0,1.0,0.059,0.2,4.7,0.26,0.24,20.0,1.45,"Merguez, boeuf et mouton, cuite","Merguez sausage, beef and mutton, cooked",2.54,4.29,47.75,0.95,1.98,63.06,4.34,0.65,2.87,2.31,136.78,3477.82,349.34,9.99,97.67,17.45
1113,1153,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30156,315.0,1300.0,315.0,0.0,14.0,14.0,2.8,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Merguez, boeuf et mouton, crue","Merguez sausage, beef and mutton, raw",2.53,4.26,47.69,0.9,1.36,62.88,4.34,0.65,2.87,2.27,136.68,3477.52,346.12,9.86,84.68,16.9
1114,1154,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30176,374.0,1550.0,374.0,50.7,11.7,11.7,0.9,35.9,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.3,0.0,2.5,0.0,0.0,12.0,15.1,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,2.03,41.0,1340.0,0.0,5.3,0.0,0.0,0.0,154.0,143.0,58.0,810.0,2.7,102.0,0.0,1.09,2.15,0.0,0.0,2.0,0.24,0.92,3.6,0.0,0.17,23.0,0.0,Saucisse de foie,Liver sausage,2.28,1.16,12.54,0.44,2.11,17.4,1.06,0.16,0.69,0.76,34.55,698.73,108.27,3.11,65.66,6.37
1115,1155,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30177,0.0,0.0,0.0,0.0,18.0,18.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Diot, cru","Diot (sausage from Savoy), raw",2.47,1.31,8.51,0.68,3.71,18.74,1.29,0.19,0.81,1.43,42.72,528.23,194.25,7.09,108.49,9.5
1116,1156,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30742,291.0,1200.0,291.0,57.9,12.4,12.4,1.39,25.9,1.06,0.3,0.0,0.93,0.0,0.3,0.13,0.0,1.37,0.0,2.73,0.0,0.0,10.9,10.8,3.01,0.05,0.05,0.02,0.025,0.028,0.35,6.06,3.11,10.8,2.75,0.22,0.017,0.0013,0.0027,73.1,2.21,23.7,1140.0,0.065,1.12,7.0,13.4,0.015,152.0,204.0,10.0,942.0,1.13,0.0,0.0,0.26,0.38,0.0,0.0,9.4,0.29,0.2,2.47,0.0,0.11,1.6,0.42,Saucisse de Strasbourg ou Knack,Strasbourg sausage,2.32,1.42,14.72,0.55,2.68,21.44,1.31,0.19,0.85,1.03,42.53,834.9,146.21,4.34,84.49,8.28
1117,1157,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30746,290.0,1200.0,290.0,59.5,12.7,12.7,1.46,25.9,1.09,0.15,0.0,1.04,0.0,0.15,0.03,0.0,0.27,0.0,2.57,0.0,0.0,9.59,12.0,3.18,0.0,0.0,0.0,0.024,0.033,0.37,5.83,3.17,9.94,2.71,0.23,0.071,0.0,0.0,64.7,2.1,31.6,1210.0,0.1,0.65,14.0,20.0,0.1,112.0,305.0,5.0,849.0,1.1,3.5,0.0,0.5,0.1,0.0,0.0,8.8,0.2,0.14,2.43,0.3,0.13,24.2,0.8,Saucisse cocktail,Cocktail sausage,2.32,1.42,14.72,0.55,2.68,21.44,1.31,0.19,0.85,1.03,42.53,834.9,146.21,4.34,84.49,8.28
1118,1158,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30750,0.0,0.0,0.0,56.8,10.3,10.3,0.0,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Saucisse viennoise, crue","Viennese sausage, pork and veal, raw",2.81,2.06,15.99,0.99,5.39,30.83,1.93,0.28,1.2,2.08,62.13,973.23,290.85,9.95,166.95,14.72
1119,1159,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30764,224.0,931.0,224.0,60.8,15.7,15.7,1.0,17.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saucisse de jambon pur porc,Ham sausage,2.49,1.36,8.67,0.74,4.36,19.12,1.31,0.19,0.82,1.48,43.26,534.09,199.52,7.29,122.57,10.15
1120,1160,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,30766,0.0,0.0,0.0,53.6,13.0,13.0,0.0,29.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saucisse de bière,Beer sausage,2.49,1.36,8.67,0.74,4.36,19.12,1.31,0.19,0.82,1.48,43.26,534.09,199.52,7.29,122.57,10.15
1121,1161,"viandes, ufs, poissons et assimilés",charcuteries et assimilés,8120,346.0,1440.0,346.0,42.9,16.0,16.0,14.1,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.51,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Confit de foie de porc,Preserved pork liver,2.91,0.27,1.92,0.19,0.96,4.34,0.24,0.03,0.14,0.27,7.63,91.96,36.99,1.44,31.03,2.29
